Temperature,Humidity,Storage_Type,Days_Since_Harvest,Transport_Duration,Packaging_Quality,Month_num,Commodity_name,Spoilage_Risk,Commodity_Category
30.4,68.3,open_air,8,24.7,average,11,Bajra,2,Staple Grains
22.0,77.2,room_temperature,8,13.4,average,1,Bajra,1,Staple Grains
28.2,66.0,cold_storage,1,14.3,average,8,Bajra,0,Staple Grains
21.0,62.3,room_temperature,3,20.6,good,5,Bajra,0,Staple Grains
20.8,84.5,room_temperature,6,9.1,average,8,Bajra,1,Staple Grains
20.5,61.8,room_temperature,14,5.4,average,6,Bajra,1,Staple Grains
20.9,57.8,room_temperature,1,10.5,average,1,Bajra,0,Staple Grains
33.5,60.2,room_temperature,5,7.1,average,6,Bajra,2,Staple Grains
35.4,72.6,cold_storage,4,18.8,average,5,Bajra,2,Staple Grains
36.8,80.7,open_air,5,18.5,good,12,Bajra,2,Staple Grains
20.3,85.7,room_temperature,2,16.9,poor,12,Bajra,1,Staple Grains
34.5,69.2,cold_storage,10,9.9,average,9,Bajra,2,Staple Grains
22.5,78.7,room_temperature,11,5.4,average,12,Bajra,1,Staple Grains
29.3,69.0,cold_storage,12,23.7,average,1,Bajra,1,Staple Grains
32.1,86.9,room_temperature,6,13.9,average,6,Bajra,2,Staple Grains
21.6,80.8,open_air,13,22.4,poor,12,Bajra,2,Staple Grains
26.0,63.2,open_air,13,23.9,poor,8,Bajra,2,Staple Grains
35.8,63.5,room_temperature,2,22.6,poor,6,Bajra,2,Staple Grains
31.2,60.5,room_temperature,1,6.5,good,4,Bajra,0,Staple Grains
32.0,63.2,open_air,2,11.0,average,6,Bajra,2,Staple Grains
32.5,79.2,cold_storage,5,5.9,average,9,Bajra,1,Staple Grains
22.7,67.9,room_temperature,12,16.1,good,2,Bajra,1,Staple Grains
34.1,62.2,room_temperature,5,18.7,average,12,Bajra,2,Staple Grains
20.6,78.3,room_temperature,11,18.5,average,5,Bajra,1,Staple Grains
28.2,65.0,cold_storage,7,3.5,average,11,Bajra,0,Staple Grains
30.3,66.7,cold_storage,1,23.7,average,4,Bajra,0,Staple Grains
23.5,87.5,room_temperature,12,22.8,average,10,Bajra,2,Staple Grains
20.1,68.2,room_temperature,7,21.6,average,2,Bajra,1,Staple Grains
36.7,85.7,room_temperature,4,22.4,average,9,Bajra,2,Staple Grains
22.3,77.0,room_temperature,6,10.4,average,8,Bajra,1,Staple Grains
27.0,82.4,room_temperature,7,8.5,poor,6,Bajra,2,Staple Grains
23.4,83.7,room_temperature,12,18.1,good,5,Bajra,1,Staple Grains
22.7,62.8,room_temperature,1,24.2,average,6,Bajra,1,Staple Grains
34.6,78.2,room_temperature,13,13.8,good,12,Bajra,2,Staple Grains
33.7,70.8,room_temperature,13,20.3,average,12,Bajra,2,Staple Grains
22.7,74.1,cold_storage,13,3.7,poor,6,Bajra,1,Staple Grains
20.9,59.2,room_temperature,12,13.3,average,7,Bajra,2,Staple Grains
32.6,55.2,room_temperature,14,19.8,good,3,Bajra,2,Staple Grains
27.5,79.2,cold_storage,2,10.3,average,3,Bajra,0,Staple Grains
21.2,55.7,room_temperature,11,14.5,good,3,Bajra,1,Staple Grains
27.3,70.4,cold_storage,9,11.1,average,2,Bajra,0,Staple Grains
27.0,80.3,cold_storage,8,20.1,poor,5,Bajra,2,Staple Grains
20.4,77.9,room_temperature,5,3.4,average,10,Bajra,1,Staple Grains
30.1,59.8,open_air,3,14.8,average,8,Bajra,2,Staple Grains
35.8,75.0,open_air,4,14.7,good,3,Bajra,2,Staple Grains
23.3,67.4,room_temperature,11,12.7,average,1,Bajra,1,Staple Grains
36.6,57.2,room_temperature,8,11.8,poor,10,Bajra,2,Staple Grains
34.0,65.9,cold_storage,10,14.0,good,6,Bajra,1,Staple Grains
22.5,72.1,room_temperature,14,22.0,average,9,Bajra,2,Staple Grains
32.4,80.1,cold_storage,6,19.7,good,5,Bajra,1,Staple Grains
31.7,84.0,cold_storage,13,17.7,poor,9,Bajra,2,Staple Grains
29.1,85.7,open_air,12,24.7,poor,5,Bajra,2,Staple Grains
29.3,57.5,room_temperature,4,8.0,average,5,Bajra,1,Staple Grains
29.7,66.4,open_air,12,3.3,good,8,Bajra,2,Staple Grains
33.4,72.7,cold_storage,9,24.9,good,8,Bajra,2,Staple Grains
30.8,87.5,room_temperature,1,7.0,good,6,Bajra,0,Staple Grains
28.5,76.3,room_temperature,9,20.6,average,4,Bajra,2,Staple Grains
25.7,75.5,room_temperature,7,21.9,average,10,Bajra,2,Staple Grains
24.7,60.0,open_air,9,17.0,good,2,Bajra,2,Staple Grains
33.9,69.8,cold_storage,7,10.7,poor,1,Bajra,2,Staple Grains
23.0,64.5,cold_storage,11,19.6,average,8,Bajra,1,Staple Grains
27.6,73.9,cold_storage,10,17.6,poor,6,Bajra,1,Staple Grains
30.1,87.6,open_air,6,13.6,poor,8,Bajra,2,Staple Grains
22.4,85.5,room_temperature,5,23.7,poor,2,Bajra,2,Staple Grains
28.0,85.8,room_temperature,7,10.4,good,8,Bajra,2,Staple Grains
27.1,63.5,cold_storage,13,17.9,average,11,Bajra,1,Staple Grains
33.7,61.3,room_temperature,14,24.5,poor,11,Bajra,2,Staple Grains
27.6,56.7,room_temperature,10,11.8,good,4,Bajra,1,Staple Grains
23.3,86.3,open_air,5,10.4,good,7,Bajra,2,Staple Grains
34.0,77.7,cold_storage,14,23.6,good,3,Bajra,2,Staple Grains
30.4,56.4,room_temperature,8,17.0,poor,1,Bajra,2,Staple Grains
26.3,80.7,room_temperature,8,17.6,average,9,Bajra,2,Staple Grains
24.1,81.1,room_temperature,10,8.5,good,10,Bajra,1,Staple Grains
28.0,59.8,open_air,10,6.0,average,9,Bajra,2,Staple Grains
29.8,75.5,cold_storage,2,15.7,poor,4,Bajra,1,Staple Grains
25.0,86.8,cold_storage,4,8.8,average,12,Bajra,0,Staple Grains
28.7,74.7,open_air,12,21.5,poor,9,Bajra,2,Staple Grains
25.1,69.7,open_air,13,17.0,poor,9,Bajra,2,Staple Grains
25.7,68.0,room_temperature,4,7.1,good,1,Bajra,0,Staple Grains
32.4,62.1,room_temperature,11,21.7,average,7,Bajra,2,Staple Grains
31.4,59.2,cold_storage,9,23.9,good,10,Bajra,1,Staple Grains
22.2,66.1,room_temperature,3,20.6,good,4,Bajra,0,Staple Grains
30.7,78.7,cold_storage,4,4.5,good,4,Bajra,0,Staple Grains
23.7,70.9,room_temperature,3,12.1,average,10,Bajra,1,Staple Grains
20.4,83.7,room_temperature,4,21.0,good,8,Bajra,1,Staple Grains
29.1,72.3,room_temperature,6,16.7,good,10,Bajra,1,Staple Grains
27.1,64.3,open_air,14,22.1,average,7,Bajra,2,Staple Grains
24.3,69.3,room_temperature,11,12.0,poor,7,Bajra,2,Staple Grains
27.9,69.4,cold_storage,10,8.7,poor,3,Bajra,1,Staple Grains
33.9,56.3,cold_storage,5,6.5,poor,5,Bajra,2,Staple Grains
36.7,66.8,room_temperature,13,5.8,good,3,Bajra,2,Staple Grains
36.1,58.8,room_temperature,14,5.3,poor,11,Bajra,2,Staple Grains
22.9,78.7,room_temperature,3,5.5,poor,4,Bajra,1,Staple Grains
22.5,82.6,room_temperature,8,17.4,poor,3,Bajra,2,Staple Grains
33.9,86.8,room_temperature,3,5.6,average,3,Bajra,2,Staple Grains
29.4,56.3,cold_storage,12,21.0,average,11,Bajra,1,Staple Grains
36.8,85.1,cold_storage,4,8.3,poor,5,Bajra,2,Staple Grains
20.2,87.6,open_air,11,14.6,good,2,Bajra,2,Staple Grains
21.4,86.4,room_temperature,11,11.7,average,4,Bajra,1,Staple Grains
37.0,79.1,room_temperature,8,18.1,average,6,Bajra,2,Staple Grains
32.5,70.2,cold_storage,4,20.3,poor,2,Bajra,1,Staple Grains
21.0,60.2,room_temperature,13,24.1,average,8,Bajra,2,Staple Grains
29.2,73.9,room_temperature,6,16.3,good,3,Bajra,1,Staple Grains
23.4,58.3,room_temperature,4,23.2,average,12,Bajra,1,Staple Grains
34.1,85.2,room_temperature,12,20.3,average,4,Bajra,2,Staple Grains
26.8,66.7,room_temperature,13,4.7,average,6,Bajra,2,Staple Grains
30.5,77.2,room_temperature,3,22.2,poor,7,Bajra,2,Staple Grains
35.6,61.1,room_temperature,1,13.4,average,7,Bajra,2,Staple Grains
33.1,80.1,room_temperature,4,23.6,good,12,Bajra,2,Staple Grains
33.1,68.9,cold_storage,9,13.1,average,7,Bajra,2,Staple Grains
36.0,70.9,open_air,5,11.4,average,11,Bajra,2,Staple Grains
23.5,88.6,open_air,13,15.1,good,2,Bajra,2,Staple Grains
23.8,70.4,cold_storage,9,4.2,good,3,Bajra,0,Staple Grains
30.9,80.0,cold_storage,2,8.4,good,9,Bajra,0,Staple Grains
21.1,65.0,cold_storage,3,9.6,poor,10,Bajra,0,Staple Grains
35.7,74.3,open_air,4,13.2,poor,1,Bajra,2,Staple Grains
23.6,56.3,open_air,3,24.6,poor,7,Bajra,2,Staple Grains
31.9,82.2,cold_storage,7,14.0,good,11,Bajra,0,Staple Grains
31.4,55.1,room_temperature,3,13.9,poor,2,Bajra,2,Staple Grains
36.0,59.8,cold_storage,4,3.7,average,5,Bajra,1,Staple Grains
36.2,61.1,room_temperature,9,9.1,poor,8,Bajra,2,Staple Grains
25.9,56.0,room_temperature,1,14.8,average,8,Bajra,1,Staple Grains
27.3,60.8,room_temperature,7,15.3,average,5,Bajra,1,Staple Grains
23.1,76.3,room_temperature,12,19.5,good,6,Bajra,1,Staple Grains
21.9,69.2,open_air,6,3.9,good,5,Bajra,1,Staple Grains
24.3,84.0,room_temperature,8,19.5,average,8,Bajra,2,Staple Grains
21.8,68.3,room_temperature,10,6.8,average,8,Bajra,1,Staple Grains
23.9,88.5,open_air,2,9.8,good,8,Bajra,2,Staple Grains
35.7,84.1,room_temperature,9,16.3,average,6,Bajra,2,Staple Grains
21.7,85.0,room_temperature,6,19.2,good,9,Bajra,1,Staple Grains
32.1,56.4,cold_storage,5,9.9,average,7,Bajra,1,Staple Grains
29.5,65.3,cold_storage,7,12.0,good,6,Bajra,0,Staple Grains
28.1,74.2,room_temperature,9,12.4,poor,4,Bajra,2,Staple Grains
21.6,57.2,room_temperature,2,19.4,average,11,Bajra,0,Staple Grains
24.8,84.5,open_air,12,10.3,average,5,Bajra,2,Staple Grains
36.0,88.5,room_temperature,1,19.2,average,4,Bajra,2,Staple Grains
26.1,80.3,open_air,8,22.3,average,3,Bajra,2,Staple Grains
26.5,88.0,cold_storage,5,7.4,average,10,Bajra,1,Staple Grains
23.1,55.6,open_air,1,14.6,average,3,Bajra,2,Staple Grains
25.0,65.0,room_temperature,9,11.0,average,9,Rice,2,Staple Grains
20.3,74.7,room_temperature,1,12.5,average,8,Rice,1,Staple Grains
27.5,55.9,cold_storage,13,19.3,good,11,Rice,0,Staple Grains
23.3,64.4,open_air,11,15.8,average,11,Rice,2,Staple Grains
32.5,82.6,cold_storage,2,4.3,good,11,Rice,0,Staple Grains
33.4,66.1,cold_storage,11,11.3,average,11,Rice,1,Staple Grains
26.2,86.2,cold_storage,12,16.2,good,12,Rice,0,Staple Grains
30.4,59.1,room_temperature,2,8.7,average,12,Rice,0,Staple Grains
25.5,81.2,cold_storage,6,16.8,good,3,Rice,0,Staple Grains
27.2,87.2,room_temperature,6,13.0,poor,4,Rice,2,Staple Grains
28.0,75.9,room_temperature,11,6.9,poor,12,Rice,2,Staple Grains
33.3,81.8,room_temperature,4,7.7,average,12,Rice,2,Staple Grains
25.4,58.4,open_air,13,9.9,average,7,Rice,2,Staple Grains
29.6,76.4,cold_storage,13,16.5,good,4,Rice,0,Staple Grains
21.5,76.0,cold_storage,11,3.7,average,5,Rice,0,Staple Grains
23.8,68.1,cold_storage,12,22.8,poor,1,Rice,1,Staple Grains
27.3,57.7,cold_storage,1,9.9,poor,4,Rice,0,Staple Grains
22.9,75.7,room_temperature,6,18.9,good,2,Rice,0,Staple Grains
35.6,75.4,open_air,7,7.9,poor,5,Rice,2,Staple Grains
24.0,74.1,room_temperature,8,22.9,average,12,Rice,1,Staple Grains
34.1,56.5,cold_storage,7,9.6,average,10,Rice,2,Staple Grains
23.0,58.7,room_temperature,5,20.9,poor,4,Rice,2,Staple Grains
36.3,65.3,room_temperature,12,16.0,average,5,Rice,2,Staple Grains
32.7,72.2,room_temperature,5,13.7,good,12,Rice,1,Staple Grains
22.5,68.1,cold_storage,11,19.0,poor,1,Rice,1,Staple Grains
26.4,89.0,open_air,2,22.3,good,12,Rice,2,Staple Grains
30.8,73.7,cold_storage,2,20.3,average,3,Rice,0,Staple Grains
31.9,86.3,room_temperature,7,5.7,poor,3,Rice,2,Staple Grains
36.8,72.8,room_temperature,8,17.4,poor,9,Rice,2,Staple Grains
32.5,78.6,open_air,5,5.5,good,6,Rice,2,Staple Grains
31.5,63.7,room_temperature,9,14.2,good,5,Rice,1,Staple Grains
32.5,55.1,open_air,9,20.7,average,10,Rice,2,Staple Grains
24.1,68.3,room_temperature,2,22.8,average,12,Rice,1,Staple Grains
23.3,74.5,room_temperature,12,7.6,poor,1,Rice,2,Staple Grains
29.0,86.8,open_air,7,23.7,poor,11,Rice,2,Staple Grains
36.8,66.0,open_air,11,10.5,poor,7,Rice,2,Staple Grains
32.6,74.1,room_temperature,6,17.1,average,4,Rice,2,Staple Grains
21.1,72.4,open_air,5,15.3,average,9,Rice,2,Staple Grains
30.4,63.1,cold_storage,4,7.0,good,8,Rice,0,Staple Grains
32.7,64.3,room_temperature,10,8.6,good,4,Rice,2,Staple Grains
21.9,65.0,room_temperature,14,11.4,average,1,Rice,1,Staple Grains
29.1,58.4,open_air,11,4.0,poor,7,Rice,2,Staple Grains
21.5,77.1,cold_storage,5,18.4,good,11,Rice,0,Staple Grains
34.7,74.6,cold_storage,12,8.5,average,7,Rice,2,Staple Grains
28.2,79.7,room_temperature,3,22.9,good,3,Rice,1,Staple Grains
35.3,74.9,cold_storage,1,19.5,average,10,Rice,2,Staple Grains
25.2,61.7,room_temperature,9,6.1,poor,5,Rice,2,Staple Grains
20.1,79.3,open_air,2,10.7,average,6,Rice,1,Staple Grains
34.6,64.8,room_temperature,8,24.6,average,4,Rice,2,Staple Grains
23.3,55.8,cold_storage,4,13.7,average,11,Rice,0,Staple Grains
23.4,58.6,open_air,14,3.4,average,8,Rice,2,Staple Grains
21.1,65.2,cold_storage,14,18.8,average,6,Rice,0,Staple Grains
21.5,74.3,cold_storage,9,22.5,poor,9,Rice,2,Staple Grains
27.5,58.9,open_air,9,17.1,good,11,Rice,2,Staple Grains
29.5,89.2,room_temperature,8,14.3,average,4,Rice,2,Staple Grains
29.9,66.4,room_temperature,13,4.0,average,1,Rice,1,Staple Grains
27.0,81.7,room_temperature,3,15.1,good,2,Rice,0,Staple Grains
32.5,86.2,cold_storage,10,22.0,average,4,Rice,2,Staple Grains
22.7,72.0,room_temperature,2,11.9,poor,10,Rice,2,Staple Grains
36.1,70.1,room_temperature,5,6.6,poor,10,Rice,2,Staple Grains
25.3,65.8,open_air,3,16.1,average,9,Rice,2,Staple Grains
31.1,59.3,room_temperature,12,17.3,good,9,Rice,2,Staple Grains
21.8,80.5,room_temperature,8,13.1,poor,2,Rice,2,Staple Grains
26.2,62.5,open_air,14,14.4,average,12,Rice,2,Staple Grains
33.0,62.5,room_temperature,9,3.9,good,6,Rice,1,Staple Grains
28.5,81.6,room_temperature,12,20.8,good,6,Rice,2,Staple Grains
34.8,89.1,open_air,2,24.2,poor,12,Rice,2,Staple Grains
23.5,72.0,open_air,4,5.6,good,8,Rice,2,Staple Grains
22.1,89.7,cold_storage,4,17.2,poor,7,Rice,1,Staple Grains
20.5,79.3,open_air,7,8.7,average,9,Rice,2,Staple Grains
30.4,82.4,room_temperature,4,23.2,poor,9,Rice,2,Staple Grains
27.7,65.0,room_temperature,6,6.7,average,9,Rice,2,Staple Grains
23.5,75.9,cold_storage,5,3.9,good,1,Rice,0,Staple Grains
20.7,56.7,open_air,14,9.0,average,6,Rice,2,Staple Grains
23.3,64.2,room_temperature,8,24.0,good,11,Rice,1,Staple Grains
34.2,85.2,room_temperature,9,9.8,average,11,Rice,2,Staple Grains
20.6,71.5,cold_storage,7,3.4,poor,8,Rice,1,Staple Grains
31.4,69.2,open_air,12,22.4,good,3,Rice,2,Staple Grains
32.2,58.8,room_temperature,10,13.2,good,2,Rice,1,Staple Grains
21.9,74.8,room_temperature,5,7.1,average,10,Rice,1,Staple Grains
23.3,73.0,open_air,7,19.7,average,2,Rice,2,Staple Grains
34.9,83.8,room_temperature,4,20.5,poor,5,Rice,2,Staple Grains
27.3,74.2,room_temperature,5,20.9,poor,10,Rice,2,Staple Grains
28.8,77.3,open_air,14,14.2,poor,2,Rice,2,Staple Grains
27.6,78.9,open_air,8,13.9,good,12,Rice,2,Staple Grains
22.1,58.1,cold_storage,1,12.5,average,7,Rice,0,Staple Grains
28.2,73.4,cold_storage,6,17.0,average,11,Rice,0,Staple Grains
24.3,72.9,room_temperature,5,14.5,good,8,Rice,1,Staple Grains
21.4,70.4,room_temperature,6,23.3,good,3,Rice,0,Staple Grains
25.4,66.0,cold_storage,6,16.0,poor,7,Rice,2,Staple Grains
35.9,66.0,room_temperature,6,22.0,average,9,Rice,2,Staple Grains
32.2,76.9,open_air,7,19.0,average,7,Rice,2,Staple Grains
33.5,67.9,open_air,9,4.1,poor,7,Rice,2,Staple Grains
26.7,64.2,room_temperature,10,4.7,good,8,Rice,1,Staple Grains
36.0,57.0,open_air,9,14.1,average,4,Rice,2,Staple Grains
20.9,77.4,open_air,1,14.7,good,9,Rice,1,Staple Grains
26.7,63.2,room_temperature,4,8.8,good,10,Rice,1,Staple Grains
21.1,71.8,open_air,4,20.2,poor,11,Rice,2,Staple Grains
22.6,82.2,room_temperature,6,9.9,good,9,Rice,1,Staple Grains
37.0,72.0,room_temperature,3,13.0,good,7,Rice,2,Staple Grains
22.3,69.3,open_air,13,7.9,poor,8,Rice,2,Staple Grains
31.8,61.5,room_temperature,9,13.1,average,7,Rice,2,Staple Grains
36.0,67.9,cold_storage,8,15.7,average,3,Rice,2,Staple Grains
22.5,69.2,cold_storage,5,15.0,good,12,Rice,0,Staple Grains
21.6,66.6,cold_storage,1,14.7,good,11,Rice,0,Staple Grains
25.5,56.5,open_air,14,23.4,poor,8,Rice,2,Staple Grains
34.5,65.1,room_temperature,1,18.1,average,11,Rice,2,Staple Grains
32.6,55.1,room_temperature,5,21.5,poor,9,Rice,2,Staple Grains
36.4,64.7,room_temperature,4,16.0,poor,2,Rice,2,Staple Grains
34.9,83.1,cold_storage,7,5.4,poor,10,Rice,2,Staple Grains
25.3,88.6,cold_storage,13,24.3,poor,6,Rice,2,Staple Grains
21.7,82.8,room_temperature,1,8.9,good,7,Rice,0,Staple Grains
29.3,56.9,cold_storage,11,4.9,good,5,Rice,0,Staple Grains
23.2,83.4,open_air,5,21.7,average,11,Rice,2,Staple Grains
27.2,85.7,room_temperature,11,17.7,average,2,Rice,2,Staple Grains
23.6,64.9,room_temperature,6,13.1,good,9,Rice,1,Staple Grains
20.6,56.5,open_air,3,16.1,poor,5,Rice,2,Staple Grains
31.9,65.2,room_temperature,8,20.2,average,8,Rice,2,Staple Grains
28.1,86.3,room_temperature,13,5.3,poor,1,Rice,2,Staple Grains
28.5,73.9,open_air,10,4.4,good,11,Rice,2,Staple Grains
32.6,84.3,room_temperature,7,5.7,average,12,Rice,2,Staple Grains
20.7,81.0,cold_storage,7,18.2,poor,1,Rice,0,Staple Grains
29.4,63.0,cold_storage,11,5.1,average,10,Rice,1,Staple Grains
29.0,79.2,cold_storage,10,21.1,good,4,Rice,0,Staple Grains
30.0,68.3,room_temperature,9,18.1,average,9,Rice,2,Staple Grains
31.0,55.0,cold_storage,12,6.3,poor,8,Rice,2,Staple Grains
34.9,66.5,room_temperature,4,9.1,good,8,Rice,2,Staple Grains
26.7,81.8,cold_storage,3,23.1,average,2,Rice,0,Staple Grains
32.6,63.6,open_air,13,22.9,poor,5,Rice,2,Staple Grains
31.7,64.1,open_air,11,7.1,good,3,Rice,2,Staple Grains
31.6,70.8,cold_storage,4,16.8,average,6,Rice,0,Staple Grains
20.8,84.1,room_temperature,2,10.5,average,7,Rice,1,Staple Grains
33.4,58.5,cold_storage,12,6.9,poor,2,Rice,2,Staple Grains
25.8,80.7,room_temperature,10,6.1,good,8,Rice,1,Staple Grains
25.5,71.7,open_air,3,21.4,poor,12,Rice,2,Staple Grains
36.7,61.8,room_temperature,5,18.2,average,8,Rice,2,Staple Grains
33.7,73.1,open_air,10,24.2,average,8,Rice,2,Staple Grains
31.2,66.4,cold_storage,7,24.4,poor,3,Rice,2,Staple Grains
24.7,83.6,cold_storage,9,9.0,good,11,Rice,0,Staple Grains
22.7,70.4,room_temperature,4,19.3,good,12,Rice,0,Staple Grains
35.3,61.7,room_temperature,4,22.5,average,3,Rice,2,Staple Grains
25.5,84.0,cold_storage,10,11.1,poor,12,Rice,1,Staple Grains
31.5,87.5,open_air,10,10.1,average,11,Rice,2,Staple Grains
23.3,81.0,room_temperature,11,13.4,good,12,Rice,1,Staple Grains
24.0,56.6,open_air,10,24.8,poor,8,Rice,2,Staple Grains
31.6,62.9,cold_storage,2,16.1,average,11,Rice,0,Staple Grains
30.8,64.1,room_temperature,5,13.1,average,4,Rice,1,Staple Grains
34.6,57.9,room_temperature,12,11.9,poor,11,Rice,2,Staple Grains
27.5,79.3,cold_storage,9,4.8,poor,10,Rice,2,Staple Grains
33.5,68.8,room_temperature,8,22.6,average,6,Rice,2,Staple Grains
28.0,77.1,cold_storage,9,10.8,poor,6,Rice,1,Staple Grains
26.9,63.3,open_air,14,10.4,good,12,Rice,2,Staple Grains
21.1,57.6,cold_storage,13,16.8,poor,12,Rice,1,Staple Grains
34.9,60.6,room_temperature,9,17.9,good,7,Rice,2,Staple Grains
36.3,80.9,cold_storage,1,12.2,average,10,Rice,2,Staple Grains
29.6,59.4,cold_storage,9,12.7,average,8,Rice,1,Staple Grains
29.2,82.3,open_air,12,21.2,average,1,Rice,2,Staple Grains
22.4,62.1,cold_storage,14,15.2,average,4,Rice,0,Staple Grains
33.2,77.7,cold_storage,5,10.5,average,10,Rice,1,Staple Grains
26.2,78.5,room_temperature,14,13.7,good,2,Rice,1,Staple Grains
29.4,79.4,room_temperature,1,8.4,good,5,Rice,0,Staple Grains
24.8,80.2,room_temperature,6,20.8,good,11,Rice,1,Staple Grains
30.0,55.5,open_air,10,20.5,average,5,Rice,2,Staple Grains
26.2,67.7,room_temperature,11,14.2,good,4,Wheat,1,Staple Grains
27.2,76.0,cold_storage,6,22.5,poor,12,Wheat,1,Staple Grains
25.6,58.2,room_temperature,14,16.2,average,3,Wheat,2,Staple Grains
34.5,63.2,room_temperature,6,12.5,average,12,Wheat,2,Staple Grains
30.2,59.2,room_temperature,4,16.2,average,6,Wheat,1,Staple Grains
32.3,86.9,room_temperature,5,14.0,average,10,Wheat,2,Staple Grains
25.9,89.8,cold_storage,14,21.7,average,4,Wheat,2,Staple Grains
35.8,66.9,room_temperature,7,8.4,good,3,Wheat,2,Staple Grains
33.9,80.1,room_temperature,9,23.5,good,3,Wheat,2,Staple Grains
24.0,80.4,cold_storage,3,22.9,average,7,Wheat,1,Staple Grains
26.7,69.8,room_temperature,7,11.9,average,6,Wheat,1,Staple Grains
32.9,79.2,open_air,2,12.7,average,9,Wheat,2,Staple Grains
23.5,70.5,open_air,9,10.1,average,7,Wheat,2,Staple Grains
29.0,68.2,cold_storage,13,12.7,average,9,Wheat,1,Staple Grains
29.4,85.6,open_air,7,21.9,average,8,Wheat,2,Staple Grains
31.2,73.3,cold_storage,12,19.1,average,11,Wheat,1,Staple Grains
29.6,85.4,open_air,4,8.1,poor,8,Wheat,2,Staple Grains
20.4,78.8,cold_storage,9,20.9,poor,6,Wheat,1,Staple Grains
30.7,79.1,room_temperature,14,4.3,average,3,Wheat,2,Staple Grains
31.1,62.1,room_temperature,10,19.8,average,3,Wheat,2,Staple Grains
25.2,64.0,room_temperature,9,22.5,good,1,Wheat,1,Staple Grains
21.2,64.9,room_temperature,1,14.8,good,2,Wheat,0,Staple Grains
36.7,68.6,room_temperature,3,11.9,good,4,Wheat,2,Staple Grains
22.0,75.1,room_temperature,1,11.4,average,12,Wheat,0,Staple Grains
22.9,67.1,open_air,7,16.8,average,5,Wheat,2,Staple Grains
20.2,61.2,room_temperature,14,11.1,good,12,Wheat,0,Staple Grains
25.2,65.6,room_temperature,7,13.8,good,9,Wheat,1,Staple Grains
33.4,65.7,open_air,3,20.3,average,1,Wheat,2,Staple Grains
20.0,55.8,cold_storage,3,18.3,average,7,Wheat,0,Staple Grains
26.9,68.9,cold_storage,14,20.4,average,1,Wheat,1,Staple Grains
25.8,63.2,open_air,8,6.8,average,12,Wheat,2,Staple Grains
22.3,63.3,open_air,1,5.8,good,10,Wheat,1,Staple Grains
30.5,67.5,cold_storage,3,3.1,poor,2,Wheat,0,Staple Grains
29.9,62.1,room_temperature,5,23.0,good,5,Wheat,1,Staple Grains
23.4,85.7,open_air,10,19.2,poor,1,Wheat,2,Staple Grains
26.3,72.8,open_air,9,5.5,poor,10,Wheat,2,Staple Grains
33.0,89.4,room_temperature,8,23.2,average,8,Wheat,2,Staple Grains
36.7,67.5,room_temperature,2,10.1,average,1,Wheat,2,Staple Grains
22.1,56.1,cold_storage,11,16.3,poor,10,Wheat,2,Staple Grains
24.5,77.9,room_temperature,10,24.8,average,10,Wheat,2,Staple Grains
28.1,82.4,room_temperature,2,16.6,average,4,Wheat,1,Staple Grains
28.3,60.9,room_temperature,14,22.7,good,6,Wheat,2,Staple Grains
23.0,63.7,open_air,12,4.6,average,4,Wheat,2,Staple Grains
24.1,55.5,room_temperature,4,19.6,good,7,Wheat,1,Staple Grains
